speed_transitions,I_vib_bf_0_200,I_vib_bf_200_500,I_vib_bf_500_1000,I_vib_bf_1000_2000,I_vib_bf_2000_5000,I_vib_centroid,I_vib_peakfreq,I_vib_spec_entropy,I_vib_rms,I_vib_kurt,I_vib_crest,I_shock_bf_0_200,I_shock_bf_200_500,I_shock_bf_500_1000,I_shock_bf_1000_2000,I_shock_bf_2000_5000,I_shock_centroid,I_shock_peakfreq,I_shock_spec_entropy,I_shock_rms,I_shock_kurt,I_shock_crest,II_vib_bf_0_200,II_vib_bf_200_500,II_vib_bf_500_1000,II_vib_bf_1000_2000,II_vib_bf_2000_5000,II_vib_centroid,II_vib_peakfreq,II_vib_spec_entropy,II_vib_rms,II_vib_kurt,II_vib_crest,II_shock_bf_0_200,II_shock_bf_200_500,II_shock_bf_500_1000,II_shock_bf_1000_2000,II_shock_bf_2000_5000,II_shock_centroid,II_shock_peakfreq,II_shock_spec_entropy,II_shock_rms,II_shock_kurt,II_shock_crest,contrast_rms_ratio,contrast_rms_diff,contrast_hi_ratio,contrast_kurt_diff,filename,label
118,0.8326162470881345,0.15638638048362175,0.006350026069517815,0.002025640691233263,0.002618561787775985,129.119844229155,48.828125,3.8519086577485755,0.18095298709872332,1.0331723375775608,3.8429453620386083,0.5403067684190931,0.383663696451066,0.0759203513838914,5.410323548967387e-05,5.5043046498210116e-05,203.1918917665775,92.7734375,3.1679691113499358,1.159310416607182,37.72274790913342,6.35895421697577,0.8250128362700935,0.16160409110992022,0.0075132511119615645,0.00253647443311374,0.0033276001649741134,131.219954822798,48.828125,3.851551411058748,0.16298674798024687,0.9013839086997637,3.9572116503526304,0.5456103659569164,0.3848474692537081,0.06945368906958539,4.047663026250508e-05,4.795944482007618e-05,198.04154484676727,92.7734375,3.2107524679850874,1.2695629835008169,44.11273974525626,6.3085526716175195,1.1102312809531152,0.017966239118476446,0.8334223546465976,0.13178842887779707,Train1.csv,Normal
900,0.7629600316349141,0.10877861542073441,0.11640300692413581,0.009145379757840705,0.0027120930592439865,185.6312549814158,48.828125,4.093303111735893,0.7341673182253038,5.696118074616729,6.444321505410837,0.5875681287954706,0.333537632173302,0.07882768021739975,3.0657319395697026e-05,3.587287610851891e-05,192.91702334223686,92.7734375,3.6930136934816105,1.4089340161981192,24.515326396001768,6.684975780817911,0.7705398136867614,0.1110223355419425,0.10725029209290675,0.008564623868547092,0.0026217649847862555,181.08446317728098,48.828125,4.078099987598971,0.7580836250687051,6.748978705883079,6.83721516464275,0.5858871413850103,0.33820808597142055,0.07585461447650015,2.078493091630701e-05,2.935076065894448e-05,190.57565516943208,92.7734375,3.638021318767234,1.6469108904674274,17.115256520766618,6.149614479413701,0.9684516232497631,-0.02391630684340129,1.0840433164905885,-1.0528606312663502,Train2.csv,Side II
1200,0.5503827444858059,0.19560732013488782,0.23217774786417178,0.019497109751339652,0.00233324151113203,295.9475434606701,53.7109375,4.581446359583783,0.4507153741808731,4.325851050678095,5.897819934524817,0.5356331007013074,0.3777954186096448,0.08650259758666276,3.3564203931504854e-05,3.5296672938148383e-05,207.74985627658407,92.7734375,3.2379624031311174,1.44318853393322,17.105520193869875,5.797028676453291,0.5822634283134857,0.1750547878976481,0.22352075521471546,0.016609812126771754,0.0025496043625328093,282.4448387695663,63.4765625,4.4879333548588916,0.46724919529302283,3.79665284400094,6.0919898463075475,0.555408637590055,0.36315254161977706,0.08138933341584388,2.1463943903062446e-05,2.7999969591836928e-05,198.52613961279155,92.7734375,3.2808359791810515,1.6177419476613566,13.765300757674815,5.481420370480215,0.9646145520563271,-0.016533821112149738,1.0480750508098877,0.5291982066771546,Train3.csv,Normal
861,0.8099577602929288,0.1049682806447031,0.07618192833839418,0.006116854375765783,0.0027728239738281806,166.81146258895706,58.59375,3.7715892560577906,0.3838545943981956,6.439806711178456,6.161904910701713,0.5448043376953589,0.3771770689694107,0.07793116816138089,4.252833235656235e-05,4.486159736369241e-05,201.76787349768796,92.7734375,3.271546180304809,1.3430514604675532,21.85227799535055,6.082606294960532,0.8366916825767496,0.08820851566057025,0.06674654748178281,0.005029548684651377,0.0033213099710395246,155.4146922474481,58.59375,3.7991344980608295,0.4728718442769444,6.654765898498673,6.289436542352897,0.5604498292896082,0.362428217750494,0.07705229818350275,3.123797837714485e-05,3.8389514186567633e-05,195.36153127181979,92.7734375,3.392741178022174,1.4537966569258653,14.18457472356378,5.412150504757763,0.8117518482695569,-0.08901724987874882,1.1466043148504692,-0.21495918732021746,Train4.csv,Normal
0,0.3835472986693669,0.310509617353535,0.10523194406720862,0.076508348306964,0.12404062568770767,724.8198587116702,92.7734375,4.562108892776489,0.07115181601479528,14.58001715001889,3.7038643600951615,0.5427150538605889,0.3807729124121424,0.07641899756630896,4.610924939700461e-05,4.689835869120368e-05,202.68355029219916,92.7734375,3.1141586494572167,1.3331840227179033,20.981740708903278,5.6650846397271355,0.3899091534322653,0.326797803877605,0.09959070881854971,0.07123233632656197,0.11233067502502674,681.1621974617995,92.7734375,4.458709313442404,0.05509809552619185,11.374846206573924,4.451545473452166,0.5449970066745221,0.37920596174668075,0.07572914351699343,3.0460857868077302e-05,3.7400762345637316e-05,201.15534353393173,92.7734375,3.1472846554012213,1.449386149423659,20.36057349338943,5.5912549627079144,1.2913661360510345,0.016053720488603436,1.0639096800778678,3.2051709434449656,Train5.csv,Normal
369,0.8013264050995313,0.15497311824913843,0.027889757914210285,0.007693622522850784,0.008112277971550582,163.29230383351543,58.59375,3.9343229000108098,0.29870172905306847,5.012201367288486,5.481540727888126,0.5273019026996002,0.3854421246045858,0.08715938444099833,4.687615630964264e-05,4.967467184859045e-05,210.10092437224003,92.7734375,3.1243047803918533,1.2720498169812338,18.391736031677034,5.14269026706078,0.8090677433385789,0.15555679299683828,0.027128415055745897,0.005794899342785183,0.0024494115746366524,144.41756812741835,63.4765625,3.9186563340201443,0.33417407130196725,4.524077607859726,5.287024242507577,0.5424496933204077,0.3830099214088929,0.07447028653621024,3.1337218355656115e-05,3.872523800508298e-05,201.79514202665396,92.7734375,3.167570546729469,1.4387560091802043,26.393653416366156,5.7411777843223035,0.8938507018077537,-0.03547234224889878,1.0807957827554837,0.48812375942875974,Train6.csv,Normal
1223,0.6021611016903147,0.10912783424331927,0.2738281881779894,0.012077917208692652,0.002804079585968447,284.5197084019683,48.828125,4.235283897420166,0.4521344143392017,9.197528113681454,6.904069296420376,0.5766761040314082,0.3523557721442657,0.07088279233028118,4.1131417202885117e-05,4.416212158518613e-05,190.60633189999083,92.7734375,3.3338184753577043,1.2984913227381043,17.774069345311453,5.913187730389298,0.5909513978180393,0.09759311297013307,0.2961498387969512,0.012346188695589204,0.0029576218518117953,297.72733107575056,53.7109375,4.2721202502943045,0.46283550366804954,8.20733645345776,6.805914747386079,0.5819615198379811,0.352755453870558,0.06521156202124447,3.288487344222582e-05,3.85455167645104e-05,185.97263668299198,92.7734375,3.385728611982329,1.4390367181063786,18.58451691589283,5.897388060521012,0.9768792795260537,-0.010701089328847835,0.9267740229388249,0.9901916602236938,Train7.csv,Normal
872,0.7589971899798494,0.11835243821349001,0.11207997527059656,0.007873951622901006,0.002694918935933192,201.04077517999946,107.421875,3.9819802319289144,0.35372314250038644,6.485335458193366,6.171357461563385,0.5540455985133534,0.3712723145768162,0.07458612338346482,4.7355472745437906e-05,4.856969681534571e-05,197.28447159424434,92.7734375,3.126637765173419,1.2373228412246837,23.399212655990304,5.818778441851473,0.8042409218346549,0.09263380010930107,0.0926099297657066,0.007214102209900538,0.0032984729068142294,180.03324836922684,63.4765625,3.843955317535674,0.36591821052168017,6.267299137236812,6.390296946575524,0.5576258667243383,0.36385618062347885,0.07844279499367376,3.348236366144314e-05,4.164394800741028e-05,197.33423319176214,92.7734375,3.207347455825735,1.3801221588546988,22.420085404486347,5.964552613320314,0.9666726917728958,-0.01219506802129372,1.201653783341025,0.21803632095655434,Train8.csv,Normal
367,0.8465259726737708,0.1250328720034442,0.020502607703346342,0.004321107636319917,0.003615336200933586,131.78878330109293,53.7109375,3.6794623821302577,0.2649049121010775,4.259748485318148,5.066897321737969,0.5405537970064046,0.3766313668193932,0.08271276975497166,4.825409525507743e-05,5.3776275989230704e-05,204.88149103446835,92.7734375,3.204056664733253,1.2106595382654795,23.991551978156053,6.202014598734042,0.8337801991757637,0.14379726803761458,0.016930180865228787,0.0031127170564890566,0.0023768224278403463,132.95751806146592,63.4765625,3.8139340646443984,0.3102120341454949,4.878737352867484,5.360909106992405,0.552915652376881,0.37522819274708535,0.07177248391853118,3.619393397850121e-05,4.7442295251376595e-05,196.14564253034482,92.7734375,3.2073396357582706,1.3358340714120458,28.325073670813907,6.397190404711171,0.8539478875370919,-0.04530712204441739,1.2385291886478595,-0.6189888675493354,Train9.csv,Normal
579,0.5477586576051567,0.12894854681852108,0.3095880084863732,0.010823188770364235,0.0028780472414024648,308.82242506617797,73.2421875,4.279085897949152,0.23154708355903172,3.0364679654086704,4.511689607926741,0.5411438476844994,0.39762035297459347,0.06115339316558996,3.774053147866083e-05,4.462866408245161e-05,199.62022202764365,92.7734375,2.9547852350095964,1.281947751498946,30.096946595200205,5.904743017663231,0.5303776216718581,0.13531227325184353,0.32120317743166255,0.009992272009226864,0.003109787027196382,314.0198897641875,73.2421875,4.301735984984243,0.22357225289967897,1.5602881143608014,4.412466304869167,0.5462810144590154,0.3899490701014255,0.06370575404965448,2.6024563991014095e-05,3.81093149218596e-05,198.00470772268943,92.7734375,2.973705788619646,1.393873911681862,44.10773186403611,5.218747278152446,1.0356700329323119,0.007974830659352755,0.967438401796293,1.476179851047869,Train10.csv,Normal
